site,S1,S2,S3,S4,S5
BM,3.924527151243138,0.28674512955449843,1.3503314799066366,0.5469349272079698,0.17009662781054613
EM,0.008049734645634415,1.2419240175981832,0.8811734730150621,1.1536720283098805,1.2814892212273978
