spatial_ecological_context,AML_blast_like_score,Primitive_like_AML_score,Committed_like_AML_score,HSPC_primitive_score,Myeloid_granulocytic_score,Monocyte_macrophage_score,Inflammatory_score,CXCL12_CXCR4_axis_score,MSC_stromal_score,Endothelial_vascular_score,Osteolineage_endosteal_score,Adipocytic_score,ECM_matrix_score,Hypoxia_stress_score,T_NK_score,B_cell_score,Immune_suppression_score
S1,1.1858348742420386,-0.009561579842208581,1.593111127399139,-0.019964538033447148,2.20349447747648,1.6451929053560446,-0.017749152747316664,0.5169929796851411,0.193206012889872,-0.04791659089614501,-0.13164215727300965,-0.006779122594007607,-0.1526894872236428,0.1175106904137547,-0.06604347942015872,0.37763035652118365,-0.0018125037894576896
S2,0.4461878397142581,0.3682126132435607,0.16838454016996687,0.2757818780677815,0.6195939075401987,0.7644799691939423,-0.05984396907557902,0.05673098801911788,-0.007521475294352907,-0.010520043929196444,0.4800237539105032,-0.044175660644619856,1.0080778265497172,-0.01602311416759186,-0.037154554130978,0.16169742450888622,-0.00787346263286928
S3,0.3325905413268688,-0.04089036063407203,0.2979011799186204,-0.0501038221694352,1.0876543751077634,1.3786502159063896,-0.04624808303186632,0.2056439037149118,-0.0008271788972508038,-0.037225041225116856,0.08540000491103526,-0.05580867836817574,0.35497743750347716,0.009205631597890084,-0.035779607701982706,0.3207701522341494,0.01643081399697419
S4,-0.029071152994787727,-0.06771819090945763,-0.07497332769231092,-0.032532829342694976,0.16625114285658207,0.31884959347304376,0.08494581906708294,0.43063157304726135,0.46926830366880873,0.41685390294089397,0.7557566947882689,0.35152628225675675,1.509562843351102,0.026069229254446373,-0.07081940515821718,0.15372479843107667,-0.006245871359363881
S5,-0.04746006636562759,-0.09713349151674006,-0.004410192507822024,-0.0768821697963936,0.05492678079229611,0.07558778014316349,-0.057256994959105204,-0.03580386265779679,-0.02103997126432602,-0.009129408597053386,0.7909202686723246,-0.03616226138070266,1.530432743021199,-0.019985647264530965,0.01304974866743352,0.03517542586231876,-0.008627526276172052
