sample_id,S1,S2,S3,S4,S5
GSM8576301_BM1,0.25777295733911787,0.05278380332610268,0.6301518438177874,0.026030368763557483,0.033261026753434564
GSM8576302_EM1,0.0032381513099793936,0.2316750073594348,0.7303503090962614,0.008242566970856638,0.026493965263467766
GSM8576303_BM2,0.716321243523316,0.03173575129533679,0.054404145077720206,0.10427461139896373,0.09326424870466321
GSM8576304_EM2,0.0,0.19021861618210503,0.0457516339869281,0.20915032679738563,0.5548794230335813
GSM8576305_EM1_v1,0.0,0.406380027739251,0.5124826629680999,0.0027739251040221915,0.07836338418862691
GSM8576306_EM2_v1,0.0,0.07956863888079277,0.026814339842611484,0.14252404546779365,0.7510929758088021
