,S1,S2,S3,S4,S5
S1,0.0,0.22000741412419733,0.3170225733397367,0.4235628154198594,0.039407197116206424
S2,0.43663699231310976,0.0,0.1969730005086273,0.3225399793827868,0.04385002779547621
S3,0.5168070184959319,0.16179373709768238,0.0,0.28545318005876413,0.03594606434762151
S4,0.5276070617357629,0.20243850291413173,0.21811696339229417,0.0,0.051837471957811174
S5,0.31483654410027867,0.17652094878715074,0.1761662548504017,0.3324762522621689,0.0
