,S1,S2,S3,S4,S5
S1,0.0,0.5718066371792915,0.7520360331710096,0.47959271244297996,0.4278373721048486
S2,0.5718066371792915,0.0,0.7498985394398017,0.586118793269417,0.7640475524911972
S3,0.7520360331710096,0.7498985394398017,0.0,0.5763928172727769,0.6959586627723617
S4,0.47959271244297996,0.586118793269417,0.5763928172727769,0.0,0.626942396336066
S5,0.4278373721048486,0.7640475524911972,0.6959586627723617,0.626942396336066,0.0
